Material.ID,Formula,DOI,Crystal.System,Piezoelectric.Modulus,a,b,c,alpha,beta,gamma,Space.Group.Number,Space.Group.Symbol,CDM
mp-8973,NaSi2N3,10.1038/sdata.2015.53,Orthorhombic,0.403437968,4.87350679,5.46567508,5.46567488,119.7376108,90,90,36,Cmc2_1,0.4197
mp-574338,CsGa3,10.1038/sdata.2015.53,Tetragonal,0.326509331,6.40401939,6.40402029,8.87065189,111.1595827,111.1595854,89.99999622,119,I-4m2,0.4186
mp-865427,KSrCO3F,10.1038/sdata.2015.53,Hexagonal,0.500695258,4.766392,5.31426346,5.31426346,119.9999933,90,90,187,P-6m2,0.413
mp-1020019,Li2PNO2,10.1038/sdata.2015.53,Orthorhombic,0.869171953,5.33040158,5.33040158,4.748969,90,90,118.3719944,36,Cmc2_1,0.4127
mp-7670,K2Se3,10.1038/sdata.2015.53,Orthorhombic,0.393249166,6.51095041,6.51095025,7.6902294,90,90,107.8659492,36,Cmc2_1,0.4112
mp-14433,NaGe2N3,10.1038/sdata.2015.53,Orthorhombic,0.548641625,5.12513315,5.72266976,5.72266951,119.3100844,90,90,36,Cmc2_1,0.411
mp-9212,NaAlO2,10.1038/sdata.2015.53,Orthorhombic,1.198037233,5.19841338,5.3902522,6.97460796,90,90,90,33,Pna2_1,0.4095
mp-556866,Ag2HgSI2,10.1038/sdata.2015.53,Orthorhombic,0.881218655,8.03896365,8.03896365,7.317679,90,90,122.9130736,36,Cmc2_1,0.4086
mp-552663,LiScAs2O7,10.1038/sdata.2015.53,Monoclinic,0.365210204,4.92034217,5.54529464,5.54529464,76.91394387,81.37530369,98.62469631,5,C2,0.3315
mp-6015,LiSiNO,10.1038/sdata.2015.53,Orthorhombic,1.137669829,4.74235976,5.18100862,6.34067667,90,90,90,29,Pca2_1,0.4059
mp-569450,LiB6C,10.1038/sdata.2015.53,Orthorhombic,0.331729934,4.69220026,5.30065006,5.3006502,115.7434056,90,90,38,Amm2,0.4053
mp-5853,LiSi2N3,10.1038/sdata.2015.53,Orthorhombic,0.913963112,4.77771838,5.28261569,5.30391717,119.8672474,90,90,36,Cmc2_1,0.4033
mp-3281,Al5BO9,10.1038/sdata.2015.53,Orthorhombic,0.147227432,8.00762465,8.00762465,7.68933993,90,90,138.4801749,36,Cmc2_1,0.4021
mp-505634,Cs2Te3,10.1038/sdata.2015.53,Orthorhombic,0.555499139,7.55293543,7.5529361,8.76625977,90,90,109.7467565,36,Cmc2_1,0.4013
mp-7000,SiO2,10.1038/sdata.2015.53,Hexagonal,0.193757629,4.914966,4.91496635,5.43130114,90,90,119.9999913,152,P3_121,0.4005
mp-863745,RbSrCO3F,10.1038/sdata.2015.53,Hexagonal,0.132628479,5.37484448,5.37484448,4.865272,90,90,120.0000059,187,P-6m2,0.4001
mp-6391,Na2ZnSiO4,10.1038/sdata.2015.53,Monoclinic,1.321798445,5.22888939,5.44494509,6.95755264,90,90.21234888,90,7,Pc,0.3981
mp-510293,Pb3SeO5,10.1038/sdata.2015.53,Orthorhombic,1.403551912,7.58053797,7.58053797,5.77762033,90,90,91.42877923,36,Cmc2_1,0.3956
mp-6406,Na2MgSiO4,10.1038/sdata.2015.53,Monoclinic,1.180170213,5.2303281,5.48173708,6.93723659,90,90.20059397,90,7,Pc,0.3939
mp-29057,Nb3SBr7,10.1038/sdata.2015.53,Hexagonal,0.162552986,7.17997263,7.17997263,6.54616994,90,90,120.0000004,156,P3m1,0.39
mp-11321,Y3TaO7,10.1038/sdata.2015.53,Orthorhombic,0.330778023,6.44925603,6.44925603,7.43658817,90,90,108.90164,20,C222_1,0.3857
mp-1102523,Zn2PN3,10.1038/sdata.2015.53,Orthorhombic,1.939459875,4.92991927,5.40322317,5.40322317,119.4309465,90,90,36,Cmc2_1,0.3856
mp-1020059,LiGe2N3,10.1038/sdata.2015.53,Orthorhombic,0.526996413,5.04899466,5.51326646,5.512817,120.0026971,90,90,36,Cmc2_1,0.3837
mp-17128,CsTb(PO3)4,10.1038/sdata.2015.53,Monoclinic,0.186731941,9.172859,7.11061,8.80939334,80.01698641,90,90,4,P2_1,0.345
mp-27573,NaSb3F10,10.1038/sdata.2015.53,Hexagonal,0.884833203,8.15403051,8.15419059,7.54821258,90,90,120.0000074,173,P6_3,0.3686
mp-3677,MgSiN2,10.1038/sdata.2015.53,Orthorhombic,1.578458545,4.98462404,5.2693519,6.4610662,90,90,90,33,Pna2_1,0.3631
mp-8070,Li2BeSiO4,10.1038/sdata.2015.53,Monoclinic,0.81923403,4.67692277,4.92281897,6.05095632,90,89.99767598,90,7,Pc,0.3605
mp-550925,NaScAs2O7,10.1038/sdata.2015.53,Monoclinic,2.670094597,5.67465218,5.67465218,4.89163958,82.54420814,82.54420814,102.8849772,5,C2,0.3322
mp-11168,Ca(PIr)2,10.1038/sdata.2015.53,Hexagonal,1.832185129,6.62417628,6.62417628,7.06827117,90,90,120.0000053,154,P3_221,0.3512
mp-10341,SrGeTeO6,10.1038/sdata.2015.53,Trigonal,0.107947185,5.14922778,5.14922778,5.49372,90,90,119.9999971,149,P312,0.351
mp-23612,K3B6BrO10,10.1038/sdata.2015.53,Trigonal,0.449298035,6.62621122,6.62621122,6.62621159,100.8640537,100.8640537,100.8640636,160,R3m,0.3509
mp-554885,Ba3Si6N4O9,10.1038/sdata.2015.53,Trigonal,0.245176058,7.32366977,7.32366977,6.885199,90,90,119.9999979,143,P3,0.3468
mp-7688,Li2CdGeO4,10.1038/sdata.2015.53,Orthorhombic,1.600459791,5.2407,5.575037,6.705555,90,90,90,31,Pmn2_1,0.3455
mp-545399,NaNiIO6,10.1038/sdata.2015.53,Trigonal,0.794421401,4.99743641,4.99743641,5.308315,90,90,120.0000054,149,P312,0.3448
mp-19219,Li3VO4,10.1038/sdata.2015.53,Orthorhombic,1.458806307,4.91454927,5.41504417,6.28071933,90,90,90,31,Pmn2_1,0.3441
mp-7798,MgGeN2,10.1038/sdata.2015.53,Orthorhombic,1.264328036,5.17443786,5.50099505,6.60892969,90,90,90,33,Pna2_1,0.343
mp-9900,Ag2GeS3,10.1038/sdata.2015.53,Orthorhombic,0.22502,6.44584315,6.87778197,6.87778316,118.5327326,90,90,36,Cmc2_1,0.3425
mp-17770,CsPr(PO3)4,10.1038/sdata.2015.53,Monoclinic,0.136977058,7.17359311,8.8178327,9.22680346,90,90,99.45687474,4,P2_1,0.342
mp-4497,Si2N2O,10.1038/sdata.2015.53,Orthorhombic,0.324995084,4.85861452,5.22786396,5.22786456,116.4721484,90,90,36,Cmc2_1,0.3415
mp-560632,NaGaSiO4,10.1038/sdata.2015.53,Hexagonal,0.251467097,8.84417592,8.84417592,8.360326,90,90,119.9999994,173,P6_3,0.339
mp-632684,NaPH3NO3,10.1038/sdata.2015.53,Hexagonal,0.562285146,5.80625806,5.80625806,6.141052,90,90,120.0000007,173,P6_3,0.3387
mp-15074,Sr(PIr)2,10.1038/sdata.2015.53,Hexagonal,1.551143272,6.73975339,6.73975339,7.11855429,90,90,120.0000053,154,P3_221,0.3368
mp-5854,LiGaO2,10.1038/sdata.2015.53,Orthorhombic,0.992442271,5.00599204,5.4012723,6.3509718,90,90,90,33,Pna2_1,0.3339
mp-974267,KH8N3,10.1038/sdata.2015.53,Orthorhombic,0.10072,5.96193817,5.96193817,6.57899674,90,90,109.6384139,20,C222_1,0.3297
mp-27529,PI3,10.1038/sdata.2015.53,Hexagonal,0.263559075,7.2746038,7.27460477,7.63920148,90,90,120.0000045,173,P6_3,0.3286
mp-7117,LiAlSe2,10.1038/sdata.2015.53,Orthorhombic,0.276724427,6.55471648,6.84681982,8.27528724,90,90,90,33,Pna2_1,0.3268
mp-9197,Li3AsO4,10.1038/sdata.2015.53,Orthorhombic,1.136009713,4.93826455,5.3661412,6.23230298,90,90,90,31,Pmn2_1,0.3267
mp-30532,Tl2ZnI4,10.1038/sdata.2015.53,Monoclinic,0.590053509,7.76333505,8.16883728,9.50719345,90,108.1555306,90,4,P2_1,0.3254
mp-13725,Li3PO4,10.1038/sdata.2015.53,Orthorhombic,0.659700384,4.81341133,5.20197613,6.05746678,90,90,90,31,Pmn2_1,0.3228
mp-3647,LiGaS2,10.1038/sdata.2015.53,Orthorhombic,0.265807679,6.24043536,6.5305152,7.84854004,90,90,90,33,Pna2_1,0.3216
mp-1190450,NaNbSe2O7,10.1038/sdata.2015.53,Orthorhombic,2.126605349,6.887926,6.887926,7.516351,90,90,110.3369145,36,Cmc2_1,0.3192
mp-11582,LiGaSe2,10.1038/sdata.2015.53,Orthorhombic,0.137262101,6.58957376,6.86953237,8.26428029,90,90,90,33,Pna2_1,0.3176
mp-22576,Mn(SbO3)2,10.1038/sdata.2015.53,Hexagonal,0.115338811,8.8313081,9.43861078,8.8313081,90,90,120.0000072,150,P321,0.3067
mp-1020712,ZnSiN2,10.1038/sdata.2015.53,Orthorhombic,1.844707778,5.23920914,6.25248179,5.02544447,90,90,90,33,Pna2_1,0.3066
mp-2979,ZnGeN2,10.1038/sdata.2015.53,Orthorhombic,0.59404387,5.19331949,5.45279706,6.43529302,90,90,90,33,Pna2_1,0.3011
mp-1189171,Zn2NCl,10.1038/sdata.2015.53,Orthorhombic,4.137267057,5.92856457,6.12541829,7.3331526,90,90,90,33,Pna2_1,0.2984
mp-28676,S2O5F2,10.1038/sdata.2015.53,Tetragonal,0.14993,7.49420679,7.49420679,9.24949861,90,90,90,114,P-42_1c,0.2949
mp-18440,Rb7NbAs4,10.1038/sdata.2015.53,Orthorhombic,0.213464917,8.66887134,9.54321319,10.6781872,90,90,90,31,Pmn2_1,0.2932
mp-18361,K7NbAs4,10.1038/sdata.2015.53,Orthorhombic,0.440784135,8.3351237,9.15761332,10.26483126,90,90,90,31,Pmn2_1,0.2928
mp-6356,Cd2GaAgS4,10.1038/sdata.2015.53,Orthorhombic,1.220175471,6.700788,7.010907,8.25106,90,90,90,31,Pmn2_1,0.2924
mp-6040,BaBPO5,10.1038/sdata.2015.53,Trigonal,0.190281923,7.22841523,7.22841523,7.063086,90,90,119.999993,154,P3_221,0.2922
mp-7913,BeSiN2,10.1038/sdata.2015.53,Orthorhombic,0.398786689,4.67669321,4.97589847,5.74861258,90,90,90,33,Pna2_1,0.2901
mp-561525,K2Ga2B2O7,10.1038/sdata.2015.53,Trigonal,0.345037986,8.67961741,8.67961741,8.865656,90,90,119.9999955,150,P321,0.2895
mp-1188784,Li2CdSnS4,10.1038/sdata.2015.53,Orthorhombic,0.972296893,6.575684,7.044386,8.076993,90,90,90,31,Pmn2_1,0.2891
mp-24012,HoHSe,10.1038/sdata.2015.53,Hexagonal,0.493129196,3.80915841,3.80915696,3.88739471,90,90,119.9999946,187,P-6m2,0.2883
mp-28797,YHSe,10.1038/sdata.2015.53,Hexagonal,0.46409539,3.8409309,3.84093177,3.91554956,90,90,119.9999925,187,P-6m2,0.2867
mp-13982,CdCu2GeS4,10.1038/sdata.2015.53,Orthorhombic,0.342454035,6.29298567,6.53286496,7.70267704,90,90,90,31,Pmn2_1,0.284
mp-10616,BaLiAs,10.1038/sdata.2015.53,Hexagonal,0.496954638,4.53227881,4.53227866,4.60523575,90,90,120.000001,187,P-6m2,0.2821
mp-1188827,MgCu2SiSe4,10.1038/sdata.2015.53,Orthorhombic,0.921378734,6.562386,6.852092,8.0115,90,90,90,31,Pmn2_1,0.2804
mp-6449,CdCu2SiS4,10.1038/sdata.2015.53,Orthorhombic,1.133975799,6.284403,6.495382,7.660702,90,90,90,31,Pmn2_1,0.2783
mp-1205304,TiI2O7,10.1038/sdata.2015.53,Orthorhombic,1.914518415,6.53257767,6.53257767,7.20102523,90,90,103.3716173,36,Cmc2_1,0.2772
mp-20474,MnCu2GeS4,10.1038/sdata.2015.53,Orthorhombic,0.273582102,6.239575,6.504483,7.593164,90,90,90,31,Pmn2_1,0.276
mp-1106310,Cu2SiHgS4,10.1038/sdata.2015.53,Orthorhombic,1.3356011,6.26069484,6.45203477,7.61640596,90,90,90,31,Pmn2_1,0.2754
mp-21266,BPPbO5,10.1038/sdata.2015.53,Trigonal,0.491372338,7.01423055,7.01423055,6.938558,90,90,120.0000052,152,P3_121,0.2749
mp-1189383,Li2CdGeS4,10.1038/sdata.2015.53,Orthorhombic,0.958717604,6.464864,6.905654,7.852415,90,90,90,31,Pmn2_1,0.2736
mp-12023,MnCu2SiS4,10.1038/sdata.2015.53,Orthorhombic,0.349415072,6.184217,6.413332,7.507456,90,90,90,31,Pmn2_1,0.2726
mp-6486,SrBPO5,10.1038/sdata.2015.53,Trigonal,0.300365232,6.9421695,6.9421695,6.896127,90,90,119.9999952,152,P3_121,0.2689
mp-643759,GaH3NF3,10.1038/sdata.2015.53,Orthorhombic,0.798216005,5.55812345,5.55812345,5.584371,90,90,120.4515646,39,Aem2,0.2688
mp-18929,BaV2O6,10.1038/sdata.2015.53,Orthorhombic,0.21175,7.64205356,7.64202934,7.96181936,90,90,112.290474,21,C222,0.268
mp-1189702,ZnCu2SiS4,10.1038/sdata.2015.53,Monoclinic,0.985116156,6.09989659,6.35676319,7.35778961,90,90.00931716,90,7,Pc,0.2637
mp-560008,PNF2,10.1038/sdata.2015.53,Orthorhombic,0.225514385,4.93406868,5.00390589,5.00390608,116.6532812,90,90,36,Cmc2_1,0.2591
mp-3934,Cu3PS4,10.1038/sdata.2015.53,Orthorhombic,0.786419237,6.03301481,6.28028061,7.21836939,90,90,90,31,Pmn2_1,0.2524
mp-22583,KInP2S7,10.1038/sdata.2015.53,Monoclinic,0.51786669,6.75797018,6.75797018,6.52557194,84.12245043,84.12245043,97.82257425,5,C2,0.2223
mp-9538,Ag3AsS4,10.1038/sdata.2015.53,Orthorhombic,0.538943732,6.63335771,6.9463108,7.84198145,90,90,90,31,Pmn2_1,0.2358
mp-504894,MgH12SeO9,10.1038/sdata.2015.53,Trigonal,0.376693906,5.99897031,5.99897031,5.99896975,96.86554412,96.86554412,96.86554598,146,R3,0.2329
mp-504498,K2CdPb,10.1038/sdata.2015.53,Orthorhombic,0.11494,6.658774,7.08519618,7.08519618,103.9651524,90,90,40,Ama2,0.2326
mp-29136,Sr6Cu3N5,10.1038/sdata.2015.53,Tetragonal,0.29175075,8.64558738,8.64558738,7.33400003,90,90,90,105,P4_2mc,0.2314
mp-12459,Ag3PS4,10.1038/sdata.2015.53,Orthorhombic,0.623903844,6.57031988,6.83933977,7.65066102,90,90,90,31,Pmn2_1,0.2146
mp-7147,KCrP2S7,10.1038/sdata.2015.53,Monoclinic,0.439692396,6.46925479,6.46925479,6.38413606,84.97180222,84.97180222,97.01375686,5,C2,0.1956
mp-6433,KNd(PO3)4,10.1038/sdata.2015.53,Monoclinic,0.379005965,8.45097464,7.28164484,8.00591481,88.06085541,90,90,4,P2_1,0.2089
mp-30957,Pr(PO3)3,10.1038/sdata.2015.53,Orthorhombic,0.12051,7.07563995,7.07563995,7.33578699,90,90,105.3030196,20,C222_1,0.2073
mp-7264,Nd(PO3)3,10.1038/sdata.2015.53,Orthorhombic,0.12489,7.04399953,7.04399953,7.29570129,90,90,105.3119017,20,C222_1,0.206
mp-1103473,CsCrP2S7,10.1038/sdata.2015.53,Monoclinic,0.368959993,6.54149431,6.54149431,7.06287587,85.20876082,85.20876082,96.74389604,5,C2,0.1893
mp-18968,Li2FeSiO4,10.1038/sdata.2015.53,Orthorhombic,1.235278975,6.26626978,7.20577743,7.20496307,90,90,90,31,Pmn2_1,0.1968
mp-22958,KBrO3,10.1038/sdata.2015.53,Trigonal,0.732839673,4.39401031,4.39401031,4.39401031,85.10928319,85.1092845,85.109288,160,R3m,0.1701
mp-29628,Na4SnS4,10.1038/sdata.2015.53,Tetragonal,0.1422,6.95621257,7.81961597,7.81961597,90,90,90,114,P-42_1c,0.165
mp-28768,Na4SnSe4,10.1038/sdata.2015.53,Tetragonal,0.100565,7.2829605,8.16402997,8.16402997,90,90,90,114,P-42_1c,0.1611
mp-27809,Ba(GeP)2,10.1038/sdata.2015.53,Tetragonal,0.18104439,7.67630788,7.67630788,8.55571845,90,90,90,105,P4_2mc,0.153
mp-20459,TiPbO3,10.1038/sdata.2015.53,Tetragonal,3.633057217,3.8795519,3.8795519,4.28588762,90,90,90,99,P4mm,0.1406
mp-545522,CoBiO3,10.1038/sdata.2015.53,Tetragonal,3.946265,3.72444997,3.72443794,4.02083227,90,90,90,99,P4mm,0.1082
mp-28872,RbBrO3,10.1038/sdata.2015.53,Trigonal,0.61903692,4.4669857,4.4669857,4.4669857,87.66332651,87.66333298,87.66332228,160,R3m,0.0839
mp-8704,K3SbSe4,10.1038/sdata.2015.53,Trigonal,0.366260737,8.06122127,8.06122127,8.06122094,92.14786204,92.14786745,92.14786078,161,R3c,0.0773
mp-9781,K3SbS4,10.1038/sdata.2015.53,Orthorhombic,0.45396,7.73264606,7.82517503,7.82517451,93.77463461,90,90,36,Cmc2_1,0.0612
mp-28873,CsBrO3,10.1038/sdata.2015.53,Trigonal,0.335121114,4.63925474,4.63925474,4.63925474,88.72505696,88.72504892,88.72505622,160,R3m,0.0464
mp-22981,TlIO3,10.1038/sdata.2015.53,Trigonal,1.624482188,4.50421865,4.50421865,4.50421865,88.77705877,88.77706451,88.7770726,160,R3m,0.0446
mp-1103261,SiPtSe,10.1038/sdata.2015.53,Orthorhombic,0.990089396,5.90184486,5.95076627,6.0623495,90,90,90,29,Pca2_1,0.0379
mp-28782,Na3PS4,10.1038/sdata.2015.53,Tetragonal,0.36398,6.92369091,6.92369091,7.07714131,90,90,90,114,P-42_1c,0.031
mp-5777,BaTiO3,10.1038/sdata.2015.53,Orthorhombic,4.162563266,3.98333387,4.05734264,4.05734236,90.25451682,90,90,38,Amm2,0.0292
mp-20817,GePtSe,10.1038/sdata.2015.53,Orthorhombic,0.414739941,6.02894882,6.05269499,6.11051989,90,90,90,29,Pca2_1,0.019
mp-22988,CsGeCl3,10.1038/sdata.2015.53,Trigonal,0.634744411,5.46189112,5.46189112,5.46189112,89.54623145,89.54623145,89.54621701,160,R3m,0.0167
mp-1101755,GePtS,10.1038/sdata.2015.53,Orthorhombic,1.176427496,5.89401767,5.93671752,5.8682087,90,90,90,29,Pca2_1,0.0164
mp-27193,RbIO3,10.1038/sdata.2015.53,Trigonal,1.090180914,4.5193235,4.5193235,4.5193235,89.71652165,89.71650902,89.71651552,160,R3m,0.0105
mp-7375,KNbO3,10.1038/sdata.2015.53,Trigonal,6.016268868,4.04992385,4.04992385,4.04992385,89.8368711,89.83687925,89.83686206,160,R3m,0.006
mp-189,SiRu,10.1038/sdata.2015.53,Cubic,1.30269,1,1,1,90,90,90,198,P2_13,0
mp-2488,SiOs,10.1038/sdata.2015.53,Cubic,1.33807,1,1,1,90,90,90,198,P2_13,0
mp-29145,H3N,10.1038/sdata.2015.53,Cubic,0.159596667,1,1,1,90,90,90,198,P2_13,0
mp-871,FeSi,10.1038/sdata.2015.53,Cubic,1.07752,1,1,1,90,90,90,198,P2_13,0
mp-1156,GaSb,10.1038/sdata.2015.53,Cubic,0.27315,1,1,1,90,90,90,216,F-43m,0
mp-1541,BeSe,10.1038/sdata.2015.53,Cubic,0.199815628,1,1,1,90,90,90,216,F-43m,0
mp-20012,InSb,10.1038/sdata.2015.53,Cubic,0.21221,1,1,1,90,90,90,216,F-43m,0
mp-20351,InP,10.1038/sdata.2015.53,Cubic,0.125736584,1,1,1,90,90,90,216,F-43m,0
mp-2176,ZnTe,10.1038/sdata.2015.53,Cubic,0.11931,1,1,1,90,90,90,216,F-43m,0
mp-22408,CoO,10.1038/sdata.2015.53,Cubic,0.622891714,1,1,1,90,90,90,216,F-43m,0
mp-22913,CuBr,10.1038/sdata.2015.53,Cubic,0.310946667,1,1,1,90,90,90,216,F-43m,0
mp-2490,GaP,10.1038/sdata.2015.53,Cubic,0.200183333,1,1,1,90,90,90,216,F-43m,0
mp-252,BeTe,10.1038/sdata.2015.53,Cubic,0.171142969,1,1,1,90,90,90,216,F-43m,0
mp-2534,GaAs,10.1038/sdata.2015.53,Cubic,0.29299,1,1,1,90,90,90,216,F-43m,0
mp-422,BeS,10.1038/sdata.2015.53,Cubic,0.182531944,1,1,1,90,90,90,216,F-43m,0
mp-9816,GeF4,10.1038/sdata.2015.53,Cubic,0.136217954,1,1,1,90,90,90,217,I-43m,0
mp-15661,Sc4C3,10.1038/sdata.2015.53,Cubic,0.836393584,1,1,1,90,90,90,220,I-43d,0
mp-552,Th3Sb4,10.1038/sdata.2015.53,Cubic,0.299614702,1,1,1,90,90,90,220,I-43d,0
mp-1095507,SbIrSe,10.1038/sdata.2015.53,Cubic,0.15924,1,1,1,90,90,90,198,P2_13,0
mp-1101765,BiRhSe,10.1038/sdata.2015.53,Cubic,0.17413,1,1,1,90,90,90,198,P2_13,0
mp-1102430,SbTeIr,10.1038/sdata.2015.53,Cubic,0.11508,1,1,1,90,90,90,198,P2_13,0
mp-1103228,BiIrSe,10.1038/sdata.2015.53,Cubic,0.15768,1,1,1,90,90,90,198,P2_13,0
mp-1193265,Na3SbSe3,10.1038/sdata.2015.53,Cubic,0.15423,1,1,1,90,90,90,198,P2_13,0
mp-1193673,Na3SbS3,10.1038/sdata.2015.53,Cubic,0.20359,1,1,1,90,90,90,198,P2_13,0
mp-1193894,Cs3SbS3,10.1038/sdata.2015.53,Cubic,0.10118,1,1,1,90,90,90,198,P2_13,0
mp-1194266,K3SbS3,10.1038/sdata.2015.53,Cubic,0.10076,1,1,1,90,90,90,198,P2_13,0
mp-17250,K3SbO3,10.1038/sdata.2015.53,Cubic,0.10882,1,1,1,90,90,90,198,P2_13,0
mp-29252,Sn2ClF3,10.1038/sdata.2015.53,Cubic,1.13136,1,1,1,90,90,90,198,P2_13,0
mp-29505,Cs3BiO3,10.1038/sdata.2015.53,Cubic,0.12774,1,1,1,90,90,90,198,P2_13,0
mp-3519,ZrSO,10.1038/sdata.2015.53,Cubic,0.58181,1,1,1,90,90,90,198,P2_13,0
mp-5830,Na3AsS3,10.1038/sdata.2015.53,Cubic,0.13672,1,1,1,90,90,90,198,P2_13,0
mp-23418,Hg3(SCl)2,10.1038/sdata.2015.53,Cubic,0.35044709,1,1,1,90,90,90,199,I2_13,0
mp-27851,Hg3(SeCl)2,10.1038/sdata.2015.53,Cubic,0.35788,1,1,1,90,90,90,199,I2_13,0
mp-27852,Hg3(TeCl)2,10.1038/sdata.2015.53,Cubic,0.32946,1,1,1,90,90,90,199,I2_13,0
mp-27853,Hg3(TeBr)2,10.1038/sdata.2015.53,Cubic,0.52517,1,1,1,90,90,90,199,I2_13,0
mp-7580,Hg3(SF)2,10.1038/sdata.2015.53,Cubic,0.387315834,1,1,1,90,90,90,199,I2_13,0
mp-21855,VCu3Se4,10.1038/sdata.2015.53,Cubic,0.16233,1,1,1,90,90,90,215,P-43m,0
mp-3762,VCu3S4,10.1038/sdata.2015.53,Cubic,0.107926667,1,1,1,90,90,90,215,P-43m,0
mp-991652,VCu3Te4,10.1038/sdata.2015.53,Cubic,0.207283333,1,1,1,90,90,90,215,P-43m,0
mp-1008858,NdBiPd,10.1038/sdata.2015.53,Cubic,0.437876667,1,1,1,90,90,90,216,F-43m,0
mp-10182,LiZnP,10.1038/sdata.2015.53,Cubic,0.721211241,1,1,1,90,90,90,216,F-43m,0
mp-10623,ThSbRh,10.1038/sdata.2015.53,Cubic,0.235966667,1,1,1,90,90,90,216,F-43m,0
mp-11520,YNiSb,10.1038/sdata.2015.53,Cubic,0.419582969,1,1,1,90,90,90,216,F-43m,0
mp-11836,ErSbPd,10.1038/sdata.2015.53,Cubic,0.283313333,1,1,1,90,90,90,216,F-43m,0
mp-12558,LiMgAs,10.1038/sdata.2015.53,Cubic,0.117530653,1,1,1,90,90,90,216,F-43m,0
mp-16238,Li2AgSb,10.1038/sdata.2015.53,Cubic,0.631879854,1,1,1,90,90,90,216,F-43m,0
mp-16313,TbSbPt,10.1038/sdata.2015.53,Cubic,0.339003333,1,1,1,90,90,90,216,F-43m,0
mp-16314,TmSbPt,10.1038/sdata.2015.53,Cubic,0.50614,1,1,1,90,90,90,216,F-43m,0
mp-16327,DySbPt,10.1038/sdata.2015.53,Cubic,0.34776,1,1,1,90,90,90,216,F-43m,0
mp-16329,ErSbPt,10.1038/sdata.2015.53,Cubic,0.35321,1,1,1,90,90,90,216,F-43m,0
mp-16376,HoSbPt,10.1038/sdata.2015.53,Cubic,0.34505,1,1,1,90,90,90,216,F-43m,0
mp-19886,ThSnPt,10.1038/sdata.2015.53,Cubic,0.489706667,1,1,1,90,90,90,216,F-43m,0
mp-21272,ErNiSb,10.1038/sdata.2015.53,Cubic,0.195903333,1,1,1,90,90,90,216,F-43m,0
mp-22229,TbInCu4,10.1038/sdata.2015.53,Cubic,0.920553333,1,1,1,90,90,90,216,F-43m,0
mp-22786,ThNiSn,10.1038/sdata.2015.53,Cubic,0.707216667,1,1,1,90,90,90,216,F-43m,0
mp-2894,ScSnAu,10.1038/sdata.2015.53,Cubic,0.337139762,1,1,1,90,90,90,216,F-43m,0
mp-30390,HoSnAu,10.1038/sdata.2015.53,Cubic,0.286091927,1,1,1,90,90,90,216,F-43m,0
mp-30452,DyNiBi,10.1038/sdata.2015.53,Cubic,0.198603333,1,1,1,90,90,90,216,F-43m,0
mp-30460,YNiBi,10.1038/sdata.2015.53,Cubic,0.330573792,1,1,1,90,90,90,216,F-43m,0
mp-30530,TlClO4,10.1038/sdata.2015.53,Cubic,0.19666059,1,1,1,90,90,90,216,F-43m,0
mp-30847,TiSnPt,10.1038/sdata.2015.53,Cubic,0.163345924,1,1,1,90,90,90,216,F-43m,0
mp-31451,ZrCoBi,10.1038/sdata.2015.53,Cubic,0.67289649,1,1,1,90,90,90,216,F-43m,0
mp-31454,TaSbRu,10.1038/sdata.2015.53,Cubic,1.125153221,1,1,1,90,90,90,216,F-43m,0
mp-3161,LiAlSi,10.1038/sdata.2015.53,Cubic,0.496159523,1,1,1,90,90,90,216,F-43m,0
mp-3432,ScNiSb,10.1038/sdata.2015.53,Cubic,0.183060941,1,1,1,90,90,90,216,F-43m,0
mp-3716,TbNiSb,10.1038/sdata.2015.53,Cubic,0.285343333,1,1,1,90,90,90,216,F-43m,0
mp-4025,TmNiSb,10.1038/sdata.2015.53,Cubic,0.276043333,1,1,1,90,90,90,216,F-43m,0
mp-4174,HoNiSb,10.1038/sdata.2015.53,Cubic,0.233743333,1,1,1,90,90,90,216,F-43m,0
mp-4510,DyNiSb,10.1038/sdata.2015.53,Cubic,0.268343333,1,1,1,90,90,90,216,F-43m,0
mp-4964,YSbPt,10.1038/sdata.2015.53,Cubic,1.70199725,1,1,1,90,90,90,216,F-43m,0
mp-505297,NbSbRu,10.1038/sdata.2015.53,Cubic,1.413830097,1,1,1,90,90,90,216,F-43m,0
mp-567636,VFeSb,10.1038/sdata.2015.53,Cubic,3.667525324,1,1,1,90,90,90,216,F-43m,0
mp-568269,TmNiBi,10.1038/sdata.2015.53,Cubic,0.288043333,1,1,1,90,90,90,216,F-43m,0
mp-569779,ScSbPd,10.1038/sdata.2015.53,Cubic,0.352588578,1,1,1,90,90,90,216,F-43m,0
mp-5920,LiAlGe,10.1038/sdata.2015.53,Cubic,0.59438,1,1,1,90,90,90,216,F-43m,0
mp-5967,TiCoSb,10.1038/sdata.2015.53,Cubic,1.04238709,1,1,1,90,90,90,216,F-43m,0
mp-7173,ScSbPt,10.1038/sdata.2015.53,Cubic,0.332274633,1,1,1,90,90,90,216,F-43m,0
mp-7575,LiZnN,10.1038/sdata.2015.53,Cubic,0.57365122,1,1,1,90,90,90,216,F-43m,0
mp-9124,LiZnAs,10.1038/sdata.2015.53,Cubic,0.78564819,1,1,1,90,90,90,216,F-43m,0
mp-924130,TiNiSn,10.1038/sdata.2015.53,Cubic,0.524518243,1,1,1,90,90,90,216,F-43m,0
